P_MPa	T_K	Liq_Density_kg_m3	Vap_Density_kg_m3	Liq_h_kJ_kg	Vap_h_kJ_kg	Liq_s_kJ_kgK	Vap_s_kJ_kgK	Liq_Cp_kJ_kgK	Vap_Cp_kJ_kgK	Liq_Cv_kJ_kgK	Vap_Cv_kJ_kgK	Liq_Cp_over_Cv	Vap_Cp_over_Cv	Liq_k_mW_mK	Vap_k_mW_mK	Liq_Visc_uPa_s	Vap_Visc_uPa_s	Liq_Pr	Vap_Pr
7.8100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.9900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.3900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.5900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.7900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.1900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
