P_MPa	T_K	Liq_Density_kg_m3	Vap_Density_kg_m3	Liq_h_kJ_kg	Vap_h_kJ_kg	Liq_s_kJ_kgK	Vap_s_kJ_kgK	Liq_Cp_kJ_kgK	Vap_Cp_kJ_kgK	Liq_Cv_kJ_kgK	Vap_Cv_kJ_kgK	Liq_Cp_over_Cv	Vap_Cp_over_Cv	Liq_k_mW_mK	Vap_k_mW_mK	Liq_Visc_uPa_s	Vap_Visc_uPa_s	Liq_Pr	Vap_Pr
3.0400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.1900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.4900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.5900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.9900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.3900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5300	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5400	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5500	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5600	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5700	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5800	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5900	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6000	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6100	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6200	NaN	-9999990	NaN	-9999990	-9999990	-9999990	-9999990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
