T_K	P_MPa	Liq_D_kg_m3	Vap_D_kg_m3	Liq_h_kJ_kg	Vap_h_kJ_kg	Liq_s_kJ_kgK	Vap_s_kJ_kgK	Liq_Cp	Vap_Cp	Liq_Cv	Vap_Cv	Liq_CpCv	Vap_CpCv	Liq_k_mW_mK	Vap_k_mW_mK	Liq_vis_uPa_s	Vap_vis_uPa_s	Liq_Pr	Vap_Pr
374.50	0.703567	1158.6746	57.743425	331.19255	431.2739	1.4055196	1.6727595	1.4123176	1.1768819	1.0435723	1.0361566	1.3533491	1.1358148	51.191317	19.248176	175.00098	15.75876	4.8281032	0.96353027
375.00	0.711723	1156.6709	58.468118	331.89661	431.66131	1.4073795	1.6734187	1.414326	1.179462	1.0442636	1.0372821	1.3543764	1.1370697	51.111457	19.308562	174.07058	15.818209	4.8167779	0.96625409
375.50	0.719950	1154.6586	59.201287	332.60157	432.04801	1.4092392	1.6740766	1.4163574	1.1820722	1.0449577	1.0384096	1.3554207	1.1383487	51.031744	19.369274	173.14545	15.878335	4.8055547	0.96902641
376.00	0.728249	1152.6376	59.943047	333.30745	432.43399	1.4110987	1.6747331	1.4184123	1.1847134	1.0456547	1.0395392	1.3564825	1.1396524	50.952179	19.430321	172.22555	15.939148	4.7944336	0.97184816
376.50	0.736621	1150.6078	60.69352	334.01425	432.81924	1.4129579	1.6753881	1.4204913	1.1873863	1.0463545	1.040671	1.3575621	1.1409815	50.87276	19.491708	171.31081	16.000659	4.7834149	0.97472028
377.00	0.745064	1148.5691	61.452825	334.72197	433.20373	1.4148169	1.6760417	1.4225948	1.1900918	1.0470573	1.0418049	1.35866	1.1423366	50.793489	19.553442	170.4012	16.062878	4.7724987	0.97764375
377.50	0.753581	1146.5213	62.221087	335.43063	433.58746	1.4166757	1.6766938	1.4247234	1.1928309	1.047763	1.0429411	1.3597764	1.1437184	50.714365	19.615531	169.49665	16.125818	4.7616853	0.98061957
378.00	0.762172	1144.4644	62.998435	336.14024	433.97041	1.4185343	1.6773443	1.4268775	1.1956044	1.0484717	1.0440795	1.3609118	1.1451277	50.635387	19.677982	168.59712	16.189488	4.7509748	0.98364877
378.50	0.770836	1142.3981	63.784997	336.8508	434.35257	1.4203929	1.6779933	1.4290579	1.1984133	1.0491836	1.0452204	1.3620666	1.1465652	50.556555	19.740802	167.70255	16.2539	4.7403676	0.98673245
379.00	0.779574	1140.3224	64.580905	337.56233	434.73391	1.4222513	1.6786407	1.4312649	1.2012585	1.0498985	1.0463636	1.3632412	1.1480317	50.477869	19.804	166.8129	16.319067	4.729864	0.9898717
379.50	0.788388	1138.2372	65.386297	338.27483	435.11444	1.4241096	1.6792864	1.4334993	1.2041412	1.0506167	1.0475093	1.3644361	1.149528	50.399328	19.867583	165.92811	16.385	4.7194643	0.99306767
380.00	0.797276	1136.1422	66.201309	338.98832	435.49412	1.4259678	1.6799305	1.4357617	1.2070624	1.0513381	1.0486575	1.3656517	1.1510549	50.320933	19.931559	165.04813	16.451711	4.709169	0.99632155
380.50	0.806241	1134.0373	67.026084	339.7028	435.87295	1.427826	1.6805728	1.4380526	1.2100231	1.0520628	1.0498083	1.3668885	1.1526134	50.242683	19.995936	164.17292	16.519213	4.6989785	0.99963456
381.00	0.815281	1131.9224	67.860768	340.41829	436.25091	1.4296842	1.6812134	1.4403728	1.2130245	1.0527909	1.0509617	1.368147	1.1542043	50.164578	20.060724	163.30241	16.587518	4.6888932	1.003008
381.50	0.824399	1129.7974	68.705507	341.13479	436.62797	1.4315424	1.6818522	1.4427228	1.2160678	1.0535224	1.0521179	1.3694278	1.1558285	50.086618	20.12593	162.43658	16.65664	4.6789136	1.0064431
382.00	0.833593	1127.6621	69.560454	341.85231	437.00413	1.4334007	1.6824892	1.4451036	1.2191543	1.0542575	1.0532769	1.3707312	1.157487	50.008802	20.191565	161.57535	16.726592	4.6690404	1.0099414
382.50	0.842864	1125.5163	70.425764	342.57087	437.37937	1.4352589	1.6831243	1.4475157	1.2222851	1.0549961	1.0544387	1.3720578	1.1591808	49.93113	20.257636	160.71869	16.797388	4.659274	1.0135041
383.00	0.852214	1123.3599	71.301596	343.29048	437.75366	1.4371173	1.6837575	1.4499599	1.2254617	1.0557384	1.0556034	1.3734083	1.160911	49.853603	20.324153	159.86654	16.86904	4.6496152	1.0171328
383.50	0.861642	1121.1927	72.188112	344.01114	438.127	1.4389758	1.6843887	1.452437	1.2286853	1.0564844	1.0567712	1.3747832	1.1626786	49.776219	20.391127	159.01886	16.941565	4.6400646	1.0208289
384.00	0.871149	1119.0145	73.085479	344.73287	438.49936	1.4408344	1.685018	1.4549478	1.2319575	1.0572342	1.0579421	1.3761831	1.1644848	49.698978	20.458567	158.1756	17.014976	4.6306231	1.0245941
384.50	0.880736	1116.8253	73.993868	345.45569	438.87071	1.4426932	1.6856452	1.4574932	1.2352797	1.0579879	1.0591161	1.3776086	1.1663308	49.621881	20.526483	157.3367	17.089288	4.6212913	1.02843
385.00	0.890402	1114.6247	74.913453	346.17959	439.24105	1.4445522	1.6862703	1.460074	1.2386534	1.0587455	1.0602934	1.3790604	1.1682177	49.544928	20.594885	156.50213	17.164517	4.6120701	1.0323382
385.50	0.900149	1112.4127	75.844414	346.9046	439.61036	1.4464114	1.6868932	1.4626911	1.2420803	1.0595072	1.061474	1.3805391	1.1701468	49.468117	20.663786	155.67182	17.240678	4.6029604	1.0363206
386.00	0.909976	1110.189	76.786933	347.63073	439.9786	1.4482708	1.687514	1.4653455	1.2455621	1.060273	1.062658	1.3820454	1.1721194	49.391449	20.733194	154.84574	17.317788	4.5939633	1.040379
386.50	0.919885	1107.9534	77.7412	348.35798	440.34577	1.4501306	1.6881326	1.4680381	1.2491004	1.061043	1.0638455	1.3835801	1.174137	49.314924	20.803123	154.02384	17.395862	4.5850796	1.0445152
387.00	0.929875	1105.7059	78.707407	349.08638	440.71183	1.4519906	1.6887489	1.47077	1.2526971	1.0618174	1.0650366	1.3851439	1.1762009	49.238542	20.873583	153.20606	17.474918	4.5763106	1.0487312
387.50	0.939947	1103.4461	79.685752	349.81593	441.07678	1.453851	1.6893628	1.4735421	1.256354	1.0625962	1.0662315	1.3867376	1.1783126	49.162303	20.944587	152.39235	17.554972	4.5676574	1.0530291
388.00	0.950103	1101.1738	80.676438	350.54665	441.44057	1.4557117	1.6899744	1.4763557	1.2600732	1.0633795	1.0674301	1.388362	1.1804737	49.086205	21.016147	151.58268	17.636044	4.5591211	1.057411
388.50	0.960341	1098.8889	81.679674	351.27855	441.8032	1.4575729	1.6905836	1.4792117	1.2638566	1.0641673	1.0686326	1.390018	1.1826858	49.010251	21.088275	150.777	17.71815	4.5507032	1.0618792
389.00	0.970663	1096.5912	82.695674	352.01165	442.16464	1.4594345	1.6911902	1.4821115	1.2677064	1.0649599	1.0698391	1.3917063	1.1849505	48.934439	21.160985	149.97524	17.80131	4.5424049	1.066436
389.50	0.981070	1094.2804	83.724657	352.74596	442.52486	1.4612966	1.6917944	1.4850562	1.2716249	1.0657574	1.0710498	1.393428	1.1872696	48.858769	21.23429	149.17738	17.885543	4.5342278	1.0710837
390.00	0.991561	1091.9563	84.76685	353.4815	442.88384	1.4631591	1.6923959	1.4880471	1.2756143	1.0665597	1.0722646	1.395184	1.189645	48.783242	21.308205	148.38335	17.970868	4.5261734	1.0758249
390.50	1.002137	1089.6186	85.822483	354.21827	443.24156	1.4650223	1.6929948	1.4910855	1.2796771	1.0673672	1.0734838	1.3969753	1.1920786	48.707857	21.382742	147.59311	18.057306	4.5182433	1.0806622
391.00	1.012799	1087.2672	86.891796	354.95631	443.59798	1.4668859	1.693591	1.4941729	1.2838158	1.0681798	1.0747075	1.3988028	1.1945723	48.632615	21.457918	146.80661	18.144877	4.5104392	1.0855983
391.50	1.023547	1084.9018	87.975034	355.69561	443.95308	1.4687502	1.6941844	1.4973105	1.288033	1.0689977	1.0759357	1.4006678	1.1971283	48.557516	21.533746	146.02381	18.233602	4.502763	1.0906361
392.00	1.034382	1082.5221	89.072447	356.4362	444.30683	1.4706152	1.694775	1.5005001	1.2923316	1.069821	1.0771686	1.4025712	1.1997487	48.48256	21.610244	145.24465	18.323505	4.4952167	1.0957787
392.50	1.045304	1080.1279	90.184297	357.1781	444.65921	1.4724808	1.6953626	1.503743	1.2967144	1.0706498	1.0784063	1.4045143	1.2024358	48.407747	21.687426	144.46909	18.414606	4.4878022	1.101029
393.00	1.056314	1077.7189	91.310848	357.92131	445.01018	1.4743472	1.6959474	1.5070411	1.3011844	1.0714844	1.079649	1.4064983	1.2051921	48.333078	21.76531	143.69708	18.50693	4.4805217	1.1063904
393.50	1.067412	1075.2948	92.452377	358.66587	445.35972	1.4762143	1.6965291	1.5103959	1.3057448	1.0723248	1.0808968	1.4085245	1.2080199	48.258552	21.843912	142.92857	18.600501	4.4733775	1.1118662
394.00	1.078598	1072.8554	93.609165	359.41178	445.70779	1.4780822	1.6971076	1.5138092	1.310399	1.0731712	1.0821499	1.4105943	1.2109219	48.184171	21.92325	142.16351	18.695342	4.466372	1.1174601
394.50	1.089874	1070.4004	94.781504	360.15907	446.05437	1.479951	1.6976831	1.517283	1.3151504	1.0740238	1.0834083	1.4127089	1.213901	48.109935	22.003343	141.40186	18.79148	4.4595077	1.1231758
395.00	1.101240	1067.9295	95.969694	360.90775	446.39941	1.4818207	1.6982553	1.5208191	1.3200026	1.0748826	1.0846723	1.4148699	1.2169598	48.035844	22.084209	140.64355	18.888939	4.4527874	1.1290171
395.50	1.112697	1065.4423	97.174044	361.65785	446.7429	1.4836913	1.6988241	1.5244196	1.3249595	1.0757479	1.0859419	1.4170789	1.2201016	47.961898	22.165867	139.88855	18.987748	4.4462137	1.1349882
396.00	1.124244	1062.9386	98.394872	362.40938	447.08478	1.4855629	1.6993896	1.5280867	1.3300251	1.0766198	1.0872175	1.4193373	1.2233294	47.8881	22.248339	139.1368	19.087934	4.4397899	1.1410933
396.50	1.135883	1060.418	99.632509	363.16237	447.42503	1.4874355	1.6999517	1.5318226	1.3352036	1.0774985	1.0884991	1.421647	1.2266465	47.814448	22.331644	138.38826	19.189525	4.4335189	1.1473371
397.00	1.147613	1057.8803	100.88729	363.91682	447.76361	1.4893092	1.7005101	1.5356296	1.3404994	1.0783842	1.0897868	1.4240097	1.2300565	47.740945	22.415804	137.64287	19.292552	4.4274042	1.1537242
397.50	1.159437	1055.3249	102.15957	364.67278	448.10048	1.491184	1.701065	1.5395101	1.3459173	1.0792771	1.091081	1.4264271	1.2335631	47.667591	22.500841	136.90058	19.397043	4.4214492	1.1602595
398.00	1.171353	1052.7517	103.44972	365.43026	448.43561	1.4930599	1.7016161	1.5434669	1.351462	1.0801774	1.0923817	1.4289014	1.2371701	47.594387	22.586779	136.16134	19.503032	4.4156577	1.1669484
398.50	1.183363	1050.1602	104.75809	366.18927	448.76895	1.4949371	1.7021634	1.5475025	1.3571388	1.0810852	1.0936892	1.4314344	1.2408816	47.521334	22.673641	135.4251	19.61055	4.4100337	1.1737964
399.00	1.195467	1047.55	106.08509	366.94986	449.10046	1.4968156	1.7027069	1.5516199	1.362953	1.0820008	1.0950037	1.4340284	1.2447018	47.448434	22.761451	134.69181	19.71963	4.4045813	1.1808091
399.50	1.207666	1044.9207	107.4311	367.71203	449.4301	1.4986954	1.7032463	1.5558219	1.3689105	1.0829243	1.0963253	1.4366857	1.2486354	47.375688	22.850237	133.96141	19.830308	4.3993049	1.1879928
400.00	1.219961	1042.272	108.79655	368.47582	449.75783	1.5005766	1.7037817	1.5601119	1.3750173	1.0838562	1.0976543	1.4394086	1.252687	47.303098	22.940023	133.23385	19.942619	4.3942093	1.1953539
400.50	1.232351	1039.6034	110.18185	369.24125	450.0836	1.5024593	1.7043128	1.564493	1.3812796	1.0847964	1.0989909	1.4421996	1.2568618	47.230666	23.030837	132.50908	20.056601	4.3892993	1.2028991
401.00	1.244838	1036.9145	111.58746	370.00835	450.40736	1.5043434	1.7048397	1.5689688	1.3877043	1.0857454	1.1003353	1.4450615	1.2611649	47.158393	23.122709	131.78704	20.172291	4.3845802	1.2106357
401.50	1.257422	1034.2048	113.01384	370.77714	450.72906	1.5062291	1.7053622	1.573543	1.3942985	1.0867033	1.1016878	1.4479969	1.2656022	47.086281	23.215668	131.06767	20.28973	4.3800576	1.2185711
402.00	1.270104	1031.4739	114.46145	371.54766	451.04866	1.5081165	1.7058801	1.5782195	1.4010697	1.0876705	1.1030487	1.4510088	1.2701794	47.014334	23.309744	130.35093	20.408959	4.3757373	1.2267134
402.50	1.282884	1028.7212	115.93079	372.31994	451.3661	1.5100055	1.7063935	1.5830023	1.4080258	1.0886471	1.1044181	1.4541005	1.2749029	46.942553	23.404969	129.63675	20.53002	4.3716256	1.235071
403.00	1.295763	1025.9464	117.42238	373.09399	451.68133	1.5118963	1.7069021	1.5878958	1.4151753	1.0896335	1.1057963	1.4572751	1.2797794	46.870942	23.501378	128.92507	20.652959	4.3677291	1.2436529
403.50	1.308742	1023.1487	118.93673	373.86987	451.99429	1.513789	1.7074059	1.5929046	1.4225271	1.09063	1.1071837	1.4605362	1.2848159	46.799503	23.599004	128.21584	20.77782	4.364055	1.2524686
404.00	1.321821	1020.3278	120.47442	374.64759	452.30492	1.5156835	1.7079046	1.5980336	1.4300908	1.0916369	1.1085804	1.4638875	1.2900199	46.728239	23.697885	127.50899	20.904651	4.3606106	1.2615282
404.50	1.335000	1017.483	122.036	375.4272	452.61317	1.51758	1.7083983	1.6032879	1.4378763	1.0926545	1.1099869	1.4673329	1.2953994	46.657156	23.798056	126.80447	21.033503	4.3574039	1.2708423
405.00	1.348281	1014.6137	123.62207	376.20872	452.91897	1.5194786	1.7088866	1.6086729	1.4458945	1.0936831	1.1114034	1.4708766	1.3009628	46.586256	23.899558	126.10221	21.164426	4.3544434	1.2804223
405.50	1.361664	1011.7194	125.23326	376.9922	453.22226	1.5213793	1.7093696	1.6141946	1.4541566	1.0947231	1.1128302	1.4745231	1.3067192	46.515544	24.002432	125.40215	21.297475	4.3517382	1.2902802
406.00	1.375150	1008.7995	126.8702	377.77767	453.52298	1.5232823	1.7098471	1.6198589	1.4626748	1.0957749	1.1142677	1.4782771	1.3126782	46.445024	24.10672	124.70422	21.432705	4.3492978	1.300429
406.50	1.388739	1005.8531	128.53358	378.56518	453.82104	1.5251876	1.7103188	1.6256726	1.4714621	1.0968388	1.1157162	1.4821435	1.3188498	46.374703	24.212467	124.00836	21.570174	4.3471326	1.3108822
407.00	1.402432	1002.8798	130.22409	379.35475	454.11638	1.5270952	1.7107847	1.6316425	1.4805321	1.0979153	1.117176	1.4861279	1.3252451	46.304586	24.31972	123.31449	21.709943	4.3452535	1.3216545
407.50	1.416230	999.87866	131.94246	380.14644	454.40892	1.5290054	1.7112446	1.6377761	1.4898997	1.0990047	1.1186477	1.4902358	1.3318757	46.234679	24.428528	122.62255	21.852074	4.3436722	1.3327614
408.00	1.430133	996.84905	133.68946	380.94029	454.69859	1.5309181	1.7116983	1.6440814	1.4995806	1.1001074	1.1201315	1.4944735	1.338754	46.164988	24.53894	121.93247	21.996635	4.3424012	1.3442197
408.50	1.444142	993.79016	135.46588	381.73635	454.98531	1.5328336	1.7121456	1.6505668	1.5095915	1.1012241	1.1216279	1.4988474	1.3458933	46.095522	24.651013	121.24416	22.143693	4.341454	1.356047
409.00	1.458257	990.70117	137.27255	382.53466	455.26897	1.5347518	1.7125863	1.6572414	1.5199506	1.102355	1.1231373	1.5033645	1.3533079	46.026289	24.7648	120.55756	22.293321	4.340845	1.3682625
409.50	1.472480	987.58124	139.11035	383.33527	455.54951	1.536673	1.7130203	1.6641149	1.5306772	1.1035007	1.1246602	1.5080324	1.3610131	45.957297	24.880363	119.87259	22.445593	4.3405895	1.3808865
410.00	1.486811	984.42946	140.98018	384.13824	455.82683	1.5385972	1.7134474	1.6711977	1.541792	1.1046618	1.1261969	1.5128591	1.3690252	45.888557	24.997761	119.18916	22.600588	4.3407043	1.3939411
410.50	1.501251	981.24491	142.88301	384.94362	456.10082	1.5405245	1.7138672	1.6785011	1.5533175	1.1058388	1.1277481	1.5178533	1.377362	45.820079	25.117061	118.50719	22.758389	4.341207	1.4074498
411.00	1.515800	978.02661	144.81983	385.75147	456.37139	1.5424551	1.7142797	1.6860369	1.5652775	1.1070322	1.1293143	1.5230243	1.3860425	45.751874	25.238332	117.8266	22.919082	4.342117	1.421438
411.50	1.530460	974.77351	146.79169	386.56185	456.63842	1.5443891	1.7146846	1.6938182	1.5776982	1.1082427	1.1308959	1.5283821	1.395087	45.683955	25.361644	117.14728	23.082757	4.3434549	1.435933
412.00	1.545230	971.48456	148.79971	387.37481	456.90182	1.5463267	1.7150815	1.7018589	1.5906073	1.1094708	1.1324935	1.5339375	1.4045178	45.616337	25.487076	116.46916	23.249509	4.3452431	1.4509643
412.50	1.560113	968.1586	150.84504	388.19044	457.16146	1.5482679	1.7154704	1.7101741	1.6040352	1.1107173	1.1341078	1.5397023	1.4143586	45.549034	25.614707	115.79212	23.419438	4.3475057	1.4665639
413.00	1.575107	964.79445	152.9289	389.00878	457.41721	1.550213	1.7158508	1.71878	1.6180146	1.1119829	1.1357394	1.5456892	1.4246355	45.482064	25.744622	115.11608	23.59265	4.350269	1.4827661
413.50	1.590215	961.39085	155.05258	389.82993	457.66896	1.5521621	1.7162226	1.7276943	1.632581	1.1132683	1.1373888	1.5519119	1.4353763	45.415445	25.876913	114.44092	23.769255	4.3535614	1.4996083
414.00	1.605437	957.94647	157.21745	390.65395	457.91656	1.5541153	1.7165854	1.7369361	1.6477729	1.1145742	1.1390569	1.5583853	1.4466116	45.349196	26.011673	113.76654	23.949368	4.3574136	1.5171312
414.50	1.620774	954.45991	159.42492	391.48092	458.15987	1.5560729	1.7169389	1.7465262	1.6636324	1.1159016	1.1407443	1.5651256	1.4583745	45.28334	26.149004	113.09281	24.133115	4.3618592	1.5353789
415.00	1.636226	950.92968	161.67653	392.31094	458.39874	1.5580351	1.7172828	1.7564873	1.6802049	1.1172512	1.1424517	1.5721507	1.470701	45.217902	26.289015	112.41962	24.320623	4.3669349	1.5543995
415.50	1.651795	947.35423	163.97387	393.14408	458.63301	1.5600019	1.7176167	1.7668441	1.6975405	1.118624	1.1441801	1.5794798	1.4836305	45.152908	26.43182	111.74684	24.512032	4.3726804	1.5742453
416.00	1.667481	943.7319	166.31864	393.98045	458.86251	1.5619737	1.7179402	1.7776235	1.7156937	1.120021	1.1459302	1.5871342	1.4972061	45.088388	26.57754	111.07433	24.707485	4.3791396	1.5949736
416.50	1.683285	940.06092	168.71265	394.82015	459.08707	1.5639507	1.7182531	1.7888552	1.7347242	1.1214431	1.1477029	1.5951369	1.511475	45.024373	26.726307	110.40196	24.907138	4.3863603	1.6166474
417.00	1.699208	936.33942	171.15781	395.66327	459.30649	1.5659331	1.7185547	1.8005717	1.7546977	1.1228915	1.1494991	1.6035135	1.5264889	44.960901	26.87826	109.72957	25.111154	4.3943952	1.6393355
417.50	1.715251	932.56541	173.65617	396.50994	459.52058	1.5679211	1.7188448	1.8128087	1.7756865	1.1243674	1.15132	1.6122922	1.5423049	44.898012	27.033548	109.05701	25.319708	4.4033021	1.6631137
418.00	1.731414	928.73677	176.20989	397.36027	459.72913	1.569915	1.7191228	1.8256057	1.7977702	1.1258719	1.1531665	1.6215039	1.5589859	44.835748	27.192332	108.38412	25.532984	4.413145	1.6880656
418.50	1.747699	924.85125	178.8213	398.2144	459.9319	1.5719152	1.7193883	1.8390062	1.821037	1.1274064	1.1550397	1.6311829	1.5766013	44.774159	27.354784	107.7107	25.75118	4.4239946	1.7142835
419.00	1.764107	920.90641	181.49287	399.07246	460.12866	1.5739218	1.7196407	1.8530585	1.8455846	1.1289724	1.1569409	1.6413675	1.5952281	44.713299	27.521089	107.03658	25.974508	4.4359295	1.7418697
419.50	1.780638	916.89967	184.22726	399.93459	460.31915	1.5759353	1.7198794	1.8678166	1.8715214	1.1305712	1.1588712	1.6520999	1.614952	44.653229	27.691449	106.36155	26.203193	4.4490367	1.7709379
420.00	1.797294	912.82825	187.02732	400.80096	460.5031	1.5779559	1.7201039	1.8833402	1.8989686	1.1322045	1.1608322	1.6634275	1.6358683	44.594015	27.86608	105.68539	26.437477	4.4634137	1.8016146
420.50	1.814075	908.68915	189.89611	401.67173	460.68021	1.5799841	1.7203134	1.8996965	1.9280613	1.1338741	1.1628251	1.6754034	1.6580836	44.535734	28.045218	105.00788	26.67762	4.4791693	1.8340412
421.00	1.830982	904.47916	192.83693	402.54709	460.85016	1.5820202	1.7205073	1.9169607	1.9589511	1.1355817	1.1648516	1.688087	1.6817173	44.47847	28.22912	104.32876	26.923902	4.4964257	1.8683759
421.50	1.848017	900.1948	195.85335	403.42722	461.01261	1.5840648	1.7206849	1.9352176	1.9918087	1.1373294	1.1669133	1.7015454	1.7069038	44.422317	28.418063	103.64777	27.176624	4.5153204	1.9047968
422.00	1.865180	895.83231	198.94921	404.31235	461.16721	1.5861181	1.7208453	1.954563	2.0268266	1.1391193	1.1690119	1.7158546	1.7337947	44.367381	28.612355	102.96462	27.436113	4.5360089	1.9435047
422.50	1.882473	891.38759	202.12869	405.2027	461.31354	1.5881809	1.7209876	1.9751056	2.0642231	1.1409536	1.1711493	1.7311007	1.7625618	44.313782	28.81233	102.27899	27.702722	4.5586676	1.9847266
423.00	1.899897	886.85622	205.39635	406.09852	461.45118	1.5902536	1.7211109	1.9969694	2.1042463	1.1428351	1.1733276	1.747382	1.7934004	44.261656	29.018358	101.59053	27.976833	4.5834974	2.0287209
423.50	1.917452	882.23333	208.75714	407.00008	461.57967	1.5923368	1.7212142	2.0202962	2.1471797	1.1447662	1.175549	1.7648112	1.8265336	44.211157	29.230845	100.89888	28.258866	4.6107283	2.0757821
424.00	1.935141	877.51363	212.21649	407.90768	461.69849	1.5944312	1.7212963	2.0452492	2.1933488	1.1467501	1.1778158	1.7835178	1.8622172	44.162457	29.450245	100.20362	28.549277	4.6406246	2.1262479
424.50	1.952963	872.69129	215.78034	408.82165	461.80709	1.5965375	1.7213559	2.0720168	2.2431287	1.1487899	1.1801306	1.8036516	1.9007461	44.115755	29.677061	99.50431	28.848566	4.6734915	2.1805072
425.00	1.970922	867.7599	219.45525	409.74235	461.90485	1.5986565	1.7213918	2.1008184	2.2969542	1.1508892	1.1824962	1.8253871	1.9424622	44.071277	29.911856	98.80044	29.157283	4.7096838	2.2390099
425.50	1.989016	862.71236	223.24847	410.67017	461.99111	1.6007891	1.7214024	2.1319101	2.355332	1.1530519	1.1849156	1.8489281	1.9877635	44.02928	30.155262	98.09146	29.476036	4.7496159	2.3022798
426.00	2.007249	857.54079	227.16803	411.60556	462.06511	1.6029364	1.7213861	2.1655934	2.4188563	1.1552823	1.1873921	1.8745145	2.0371167	43.99006	30.407993	97.376755	29.805498	4.7937751	2.3709298
426.50	2.025622	852.2364	231.2229	412.54901	462.12605	1.6050994	1.7213409	2.2022255	2.4882284	1.1575851	1.1899294	1.9024308	2.0910723	43.953955	30.670861	96.655636	30.146419	4.8427384	2.4456821
427.00	2.044135	846.78934	235.4231	413.50107	462.17299	1.6072792	1.721265	2.2422328	2.5642818	1.1599655	1.1925314	1.9330167	2.1502845	43.921354	30.944791	95.927326	30.499635	4.8971942	2.5273934
427.50	2.062791	841.18853	239.77992	414.46237	462.2049	1.6094775	1.7211559	2.2861283	2.6480147	1.1624296	1.1952025	1.966681	2.2155364	43.892701	31.230847	95.190945	30.86609	4.9579703	2.6170876
428.00	2.081590	835.4214	244.30615	415.43362	462.22063	1.6116956	1.7210111	2.3345347	2.7406333	1.1649839	1.1979477	2.0039201	2.2877738	43.868511	31.530263	94.445492	31.246847	5.0260716	2.7159986
428.50	2.100535	829.47361	249.01635	416.41561	462.21886	1.6139355	1.7208276	2.3882156	2.8436079	1.1676359	1.2007723	2.0453428	2.3681492	43.849372	31.844477	93.689818	31.643118	5.1027296	2.8256272
429.00	2.119628	823.32872	253.92722	417.40929	462.19807	1.6161993	1.720602	2.4481175	2.95875	1.170394	1.2036824	2.0917037	2.4580819	43.83596	32.175182	92.922594	32.05629	5.1894706	2.9478169
429.50	2.138869	816.9677	259.05804	418.41571	462.15655	1.6184892	1.7203305	2.5154272	3.0883167	1.173268	1.2066849	2.1439493	2.5593398	43.829054	32.524391	92.142272	32.487963	5.2882084	3.0848577
430.00	2.158262	810.36833	264.43131	419.43615	462.09228	1.6208082	1.7200086	2.5916535	3.2351569	1.1762691	1.2097875	2.2032829	2.674153	43.829547	32.894522	91.347032	32.940002	5.4013759	3.2396298
430.50	2.177807	803.50444	270.07351	420.47207	462.00292	1.6231597	1.7196309	2.6787437	3.402918	1.1794102	1.2129991	2.271257	2.8053756	43.838466	33.288514	90.534713	33.414598	5.5321117	3.4158069
431.00	2.197508	796.34487	276.01613	421.52526	461.88568	1.6255475	1.7191912	2.7792536	3.596347	1.1827067	1.2163298	2.3499094	2.9567202	43.857001	33.709994	89.702716	33.914354	5.6845335	3.6181491
431.50	2.217366	788.85199	282.29712	422.59786	461.73722	1.6279766	1.7186819	2.8966041	3.8217375	1.1861766	1.2197916	2.441967	3.133107	43.886544	34.163501	88.847876	34.442404	5.8641465	3.8529373
432.00	2.237385	780.97978	288.96287	423.69249	461.5535	1.6304529	1.7180941	3.0354781	4.0876155	1.1898418	1.2233983	2.551161	3.3411977	43.928758	34.654827	87.966285	35.002575	6.0784721	4.1286331
432.50	2.257566	772.67093	296.07102	424.81245	461.32951	1.6329837	1.7174162	3.2024552	4.4058238	1.1937291	1.2271664	2.682732	3.5902415	43.985698	35.191516	87.053025	35.599617	6.3380467	4.4569162
433.00	2.277913	763.8527	303.69468	425.96192	461.05893	1.6355787	1.7166342	3.4070705	4.7933073	1.1978714	1.2311161	2.8442707	3.893465	44.060044	35.783646	86.101786	36.23955	6.65807	4.8543767
433.50	2.298429	754.43049	311.92875	427.14637	460.73363	1.6382502	1.7157295	3.663664	5.2751893	1.2023111	1.2352718	3.0471848	4.2704684	44.155536	36.445093	85.10427	36.930185	7.061254	5.3454032
434.00	2.319119	744.27767	320.90012	428.37317	460.3428	1.6410149	1.7146777	3.9948007	5.8903751	1.2071031	1.2396646	3.3094114	4.7515877	44.277834	37.195676	84.049221	37.681958	7.5830242	5.9673837
434.50	2.339986	733.21846	330.78466	429.65259	459.87159	1.6438961	1.713445	4.4380602	6.7024889	1.2123216	1.2443343	3.6607945	5.3864053	44.436256	38.065042	82.920862	38.50933	8.2817009	6.780719
435.00	2.361036	720.99724	341.83781	430.99969	459.29858	1.6469281	1.711983	5.0607773	7.8231638	1.218071	1.2493343	4.1547474	6.2618661	44.647506	39.100265	81.6959	39.433301	9.2601982	7.8897974
435.50	2.382276	707.21847	354.45435	432.43795	458.59105	1.6501642	1.7102172	5.9960564	9.467692	1.2245065	1.2547388	4.8967126	7.5455482	44.944367	40.382304	80.337796	40.486337	10.717916	9.4920826
436.00	2.403713	691.2142	369.30027	434.00742	457.69436	1.6536956	1.7080234	7.5464506	12.111028	1.2318777	1.2606577	6.125974	9.6069121	45.398926	42.067093	78.783929	41.723238	13.095883	12.012033
436.50	2.425360	671.69645	387.65874	435.78633	456.50484	1.6577005	1.7051656	10.566215	17.044113	1.240636	1.2672666	8.5167729	13.449509	46.199318	44.512269	76.911586	43.249717	17.590397	16.560672
437.00	2.447234	645.53548	412.64663	437.96814	454.77549	1.6626199	1.7010807	18.637177	29.397509	1.2517808	1.2748776	14.888531	23.059082	48.018848	48.83933	74.417229	45.323107	28.882973	27.281013
